,tweet
1105,@yungblud I HAVE ANXIETY YOU CANNOT SIMPLY LEAVE ME ANXIOUS UNTIL LATER
1106,"@rinnamurni RIGHT?! Like, what the fuck? I’m excited but also supes anxious for no darn reason!"
1107,I'm getting really anxious again kskskks
1108,I'm anxious about my anxiety making me anxious.
1109,"I am anxious because i will do my first fancam and i do not know if it will turn out well, i am afraid"
1110,I'm getting anxious.
1111,Tomorrow! I’m so anxious bro lol
1112,@BBFarhadi Phone calls terrify me like calling Rogers because I derive calm from seeing your facial expressions. All my family interviews were virtual because I need and families require the warmth in your eyes. A bit of strange psychology but part of being anxious.
1113,"@hayleylalala I agree, but she definitely didn’t know and I hate being the one to tell people 😂😅 I’m just an anxious wreck"
1114,@wiIburs im at the airport and i dont board my flight for 3 more hours but waiting at the gate makes me anxious so im hiding in the bathroom💀💀💀
1115,there is one person don't judge me when i telling my stories or when i feel anxious
1116,making a petition called stop actually blocking me cuz it makes me anxious that ur actually mad
1117,can’t tell if i’m not worried abt finals bc it is what it is or if i’m so stressed i’ve compartmentalized it all the way into the back of my head until the day of where i will go into 100% anxious panic mode
1118,hell no. this thing makes me so anxious
1119,"@RPfromCLE @greentoepalacio Probably excited, or just anxious/rushed because he sees a free play in front of him. It's obvious in his footwork and mechanics. He doesn't complete that properly on the misses."
1120,Anyonr who can call? I feel bad as fuck and anxious as fuck
1121,I'm so anxious rn
1122,"Sometimes I really feel like screaming for a complete lockdown but no, I heard that the shops are going to open again soon.  I have been in lockdown for far longer than any one else thanks to my anxious mother.  I'm an introvert who has grown VERY TIRED OF THIS ALREADY."
1123,@tinypurpleswan BE ANXIOUS TODAY AND TOMORROW 😭🔪
1124,i'm not good at speaking and expressing ideas but this guy successfully make me feel more anxious  https://t.co/npej5mTGIq
1125,@oishiiberry Yeh! I have social anxiety so I was very anxious at first but I was okay in the end. Thanks for asking :)
1126,these new tablets i got from the doctor are incredible. pop one as soon as i’m anxious and majority of my physical symptoms go away allowing me to function 🤩🤩
1127,The differences are so obvious... even a 5 year old would be able to choose what's right. And I'm fucking 19.
1128,"I'm not going to lie, I'm tired of hearing how ""resilient"" teachers are, &amp; how we need to be resilient to get through this pandemic. I'm not feeling resilient. . . I'm feeling exhausted, anxious, stressed, worried about my Ss, and lacking a work/life balance. . ."
1129,Im dead..im alive but im dead.
1130,tw / anxiety   have yall ever have that moment where sumn does a cryptic post or allude and you get anxious or kind of guilty yet haven't do e what they are referring to?
1131,@305xsrishti im anxious lol
1132,im sorry im not replying rn I'm just really anxious over the face reveal-
1133,I was really anxious so I watched a dear diary video to calm down but now I'm just sad that the boys aren't my friends
1134,"but it's sort of working, i spend more time now being anxious about money than i do about said asshole (it's close but...) lol is this """"""self-care"""""""
1135,let me have a bunch of coffee and not eat anything that will make me less anxious!!!!!
1136,"She wants me to try and come in at 11 and work till 3:15. I still gotta prep dinner for tonight before I go in, im a frazzled anxious mess who just wants a fulltime job with consistent hours and decent organization, is that too much to ask?"
1137,I feel anxious out of nowhere..
1138,Oof im getting so anxious
1139,01-12-98 my mom experienced unimaginable pain bringing me into this world. This year I experienced unimaginable pain watching her leave me in this world she brought me into. I’m feeling anxious about tomorrow.  https://t.co/DtjFRMGF51
1140,@RNBTS118_2 I’m getting anxious waiting now 💜
1141,My anxious ass 😭
1142,im extremely anxious im not used to big changes like these and i have commitment issues im literally about to lose my fucking mind
1143,@josiahsilas i just cant identify what im anxious about
1144,The past few days ive just felt so anxious for no reason
1145,I feel so anxious rn
1146,Ahhhhh. Why do I get so anxious before therapy.
1147,"i  realised i needed a wee bit more help re my mental health, so i’m being weaned off my current antidepressants that i’ve been on for three years and put on a new one. so if anyone has any positive stories or tips with citalopram pls dm me because i am ✨anxious✨x"
1148,And I still had to hear my parents say I was deflecting my responsibility to them for asking them to make decisions like taking my cats to the vet if I'm not awake. I'm crying and fucking tired and anxious.
1149,hi pls don’t quote me on priv it makes me anxious and i have that in my carrd !! thank u
1150,Because... it's been months that I always wake up with a chest pain and feeling anxious. It's the hardest part of the day that i have to start my day like that.
1151,@coldbrewedtool Lol been there many times. Luckily (I assume) was anxiety for me. Have experienced bad breathing issues especially a couple times when sick and anxious but it didn’t escalate or last too long
1152,finally getting my license worked out today after months of having to wait. hopefully everything will be ok but i’m very anxious
1153,@yoojns most of them are just things that make me rlly anxious 😭 but here’s some regular ones  https://t.co/VSi63zS6Do
1154,The problem with sharing content online is that everyone has access to it. I’m always in that anxious crossfire between excitedly wanting to share what I’ve been working on and being equally terrified that someone will “draw inspiration” from my ideas with no credit.
1155,@bbteytey not yet because im vvv anxious about my reviews but im planning to submit them the last minute hnggg
1156,I'm feeling anxious working tomorrow...
1157,the fact that i go back to school in january and don’t have a class schedule yet is making me so anxious
1158,Lowkey anxious for no reason rn urg
1159,i am about to meet my new psychiatrist i am so fucking scared and anxious i can’t do this
1160,too tired and sad to go for a walk. i talked about my ed in a hotline earlier bc i feel so conflicted and anxious. probably just gonna watch youtube and curl up in a ball to cry 😔😔 I'll probably feel a bit better later
1161,@iKisHyeju i regret reactivating im super anxious now its not worth it
1162,@vicehobi I stopped so long ago bc I was like I can just post a selfie when I feel like it... also ppl are weird and been stealing ppls pics so it makes me anxious
1163,all the work I did this weekend didnt work out in my favor and my god im so disheartened and anxious how do ppl adult
1164,"when i was 8/9 years old, i would ride my bike outside for hours and now i’m too anxious to even walk down my street bc i think that everyone is looking at me and laughing at me.. for walking ?? it doesn’t even make sense but anyways i’ll just stay inside"
1165,"A room full of people, too anxious to mingle My brain yells at me, “It’s the perfect time To get existential, your body’s a rental” Push back, tell myself that I’m just fine More people show up, I think I might throw up Go out for some fresh air to clear out my mind"
1166,Feeling so stressed and anxious.
1167,"seeing all my stuff moved out of a home , i just moved in to , is so disheartening ... i haven't cried this whole time because i've been angry , anxious , worried , confused ... but today , today i'm sad !"
1168,✨ Anxious day ✨
1169,fuck why am i anxious
1170,@mayagurantz @SorayaMcDonald That is a good suggestion. I am feeling a lot of anxious/frenetic energy and having a hard time channeling it. Some movement might be helpful!
1171,I never do my speeches for this class its not even bc im anxious abt presenting or anything bc this class is just overachieving juniors but i am just too tired to do the work
1172,"@VixVolante @damienechols I love to feel wanted and feel connected to a fam and spiritual teacher, I feel that’s very important to have in a big study. As someone who’s struggled immensely to feel worthy in another’s presence, reassurances like those make me less anxious. 🖤"
1173,being sad / anxious 24/7
1174,Been waiting for sample for weeks by now I'm so anxious ;-; I know manu needs time to do their work but this has taken too long for sampling
1175,I hate random sad days. Having a heavy heart and an anxious mind are the worst.
1176,@krystianwang I am anxious
1177,I feel so anxious. :'(
1178,i've been feeling anxious ALL DAY that shit is tiring bro...
1179,please i‘m so anxious my chest is about to explode just make it stop
1180,feeling very anxious
1181,@jessiprincey Positive yet anxious. Sick of the shit. Declass everything including what happened when we seized the servers and start showing people going DOWN
1182,I hate feeling anxious for nooooooooo reason
1183,and it is just making me debilitating anxious and it’s making it really hard to get up and go to work like it’s incredibly taxing on my physical health rn so i just need time to process what i know this far before consuming anymore info lol
1184,I need tips I've been anxious and shy lately and I'm not talking to my friends bc of it :&lt;&lt;
1185,i’m ANXIOUS
1186,it’s. pouring raining rn nd it makes me anxious gfjfhj
1187,@ElBartoArmy Ugh yeah. I’ve tried every form of partaking and everything makes me super anxious and disoriented bc of my nervous system disorder I guess and I HATE it because I just want to calm down and not be in immense pain 😤
1188,@Perez_Writes I came from 1st gen immigrants. I went to Yale. Undergrads were in 1 of these camps: Always anxious focused on grades Rich and spoiled trying to seem woke to not be hated Machiavellian completely fake and manipulative  Universally Ppl complained there were no true friendships.
1189,the way i can teach students a whole chem lesson of even calc lesson with no problem but when they start to ask me about college life i get all anxious?? and thats on not knowing myself or how life works 😌
1190,@prodminmeowgi FUCK MAN SO ANXIOUS AND SCARED
1191,im so anxious i just knew it that tomorrow my exam week will have started and here i am
1192,@ARGBUR_ @tommyinnitalt i thought i knew what you wanted but i clearly dont
1193,Crying at my job bc I’m anxious check
1194,- on the house because I’m getting anxious that they would fight again. (i will no longer tell the details).   I’m confused on what’s my goal in life. Idk what career path I’m taking  I have this thing where I like someone. Then it would just vanish like after 1 week -
1195,EIJSNSSSKS ID LOVE TO JOIN BUT MY BODY'S MAKING ME TOO ANXIOUS ABOUT MYSELF
1196,like i’ve been operating under the assumption they wanted this one painting and now this morning they’re like “actually i want this other one that’s way bigger and cost more to ship” and i’m anxious bc idk how to say it’s not gonna be the same price (like AT ALL) ??? :(
1197,ahh i’m so anxious this morning
1198,Anxious for no reason
1199,@adorebybeykook .... Anxious
1200,"Alright, made it out I was so anxious today"
1201,hngg i need to see this everyday because im anxious all the time 😔😔😔😔
1202,@vminsmind IM SO ANXIOUS
1203,@vminsmind This is making me anxious
1204,i have been promoted 3 times already but iMm anxious they’re gonna be like we don’t like you anymore HDCBJjdjxkdkkd
1205,"I really can't do social interactions anymore, especially outside my house. I'll be fine out, but then be anxious af for the next 14 days. I woke up with a horrible headache this morning and thought ""THIS IT"" when wholetime I drank 75% of my calories yesterday cuz I forgot to eat"
1206,"It’s no use. If I try to distract myself from my own thoughts I end up getting anxious, like going out for example. And if I lay on my bed all day, then I end up being consumed by these thoughts. I just want to sleep."
1207,"At times, i am completely anxious and worry too damn much. I’ve scared myself about motherhood atleast 1468543 times"
1208,I get such bad anxiety while anticipating things I have to do in the future that I can’t yet do. Like I ENJOY doing most of these things but the time inbetween now and then makes me so anxious I can’t even explain... this is why I always end up canceling or bailing on non...
1209,"Let me tell you, being a highly anxious person..India was for sure a challenge as there is literally the population of this entire country harmonizing into one city with 29,000 people per square mile.  Do you understand that scale?  That’s like 29,000 ppl living in West Ed"
1210,My tinnitus seems to get worse when I’m anxious which would be helpful if I had my anxiety under control but 🤷‍♀️
1211,hahaha why am i so anxious today hahhahah
1212,"hi i took small break bc i’m wasn’t feeling my best, i’ve been really stressed and anxious lately but now i’m feeling better :]  https://t.co/1Dzgw7BZvs"
1213,"I took last week off from constantly maintaining my online classes. They were fine. Today, I am clear-headed, not as anxious, and ready to tackle the end of the semester. Self-care is important."
1214,@Chocomousselyn I AM ANXIOUS LYN HELP
1215,rlly anxious to do it but im doing to to become less anxious
1216,no but still half my tl says midnight local and the other one midnight et that shot makes me anxious
1217,@agustdior_ im veryyyy anxious :(
1218,and i'm stupid anxious for no reason !!!!! thanks
1219,@revelmix im still on that anxious part :(
1220,I dontt wanna be bitchy and anxious any more. So I’m going to try my damndest not to be. If my energy off imma just take the day
1221,"This year has been hard. I have experienced loss, grief and pain. But I have also experienced growth. I have grown as a human, a scholar and a teacher.   When I decided to teach in person I was anxious...  https://t.co/YzWI4OPfeO"
1222,Time for another Monday. One more month of 2020 to go.  Anyone else feeling so stressed and anxious that food no longer seems appealing?
1223,"@AHTepsilon @tetro_doto @Glitch23Taken @zeriben12 @PyropeYT @jordiisepic Yooo, I wish I interacted with you more, but I’m anxious to talk to anyone outside of a group I’m in  https://t.co/YZG6CWBNyV"
1224,In litetally so anxious that I have to shit every time I get off the toilet I have to go back in my bc my stomach can’t handle it
1225,I fucking hate feeling so anxious and sick...I just want my mom. Almost two years later and it still hurts like it was yesterday sometimes.
1226,Had one of the worst nights of sleep ever last night. I’m legitimately so anxious and exhausted and I haven’t even gotten to work (which makes those things way worse)...
1227,Feeling anxious
1228,"I swear to fucking god you all don't be like my ass it's not even funny being a procastinator like me and then being anxious because if you fail, you are going to have an identity crisis like: why i'm not so gifted anymore like I was when I was a child and shit like that"
1229,I need to find a solution for my anxiety. Every 4th or 5th day I just start feeling anxious out of nowhere. I am not able to figure it out what triggers it. I went for counselling but woh psychologist chutiya hai book padhne bolti hai yedi
1230,y’all help i’m so ✨anxious✨ bc of school rn i literally feel like:  https://t.co/HuUu7dU7Vt
1231,I have decided that this week is going to be a good week!! I am tired of being so anxious I feel like I’m going to puke I’m jus not gonna do that lol
1232,"Seriously, I'm kinda anxious and afraid.."
1233,i’m really anxious for no reason rn 🥴🥴🥴
1234,@thetruebluechef Yes I feel really anxious today and like there is no light
1235,"I had to rush to the psych ward in which Im followed in because I was so anxious and uncomfortable in there and thankfully the psych nurse was lovely like always, medicated me and made sure I can wait for the appointment in this ward and theyll call me when it's time to go there"
1236,I feel like I’m going to just be an anxious wreck from now until I graduate and take my boards
1237,this makes me anxious bcs i actually cannot go bacl to school like actually
1238,why am i so anxious today 😳
1239,"@Laylajontes Mine comes in form of an obsession. In my mind, I become obsessed with doing something(mostly negative).   As I contemplate it, I become uncomfortably anxious. My reaction is simple:  Counting my inhales and exhales."
1240,help im so anxious from that leave breathing exercises
1241,Im generally anxious of everything
1242,@FETUSHARRYGF rgank you i feel bwtter im just getting really anxious about going back to school
1243,"@Amywrites1 @MadCovid I have only ever been offered one type of therapy that just looks for short term improvement with no follow up or proper relapse plan provided, and have been told I have ""no reason"" to be anxious by multiple health care professionals"
1244,I can't sleep i really feel anxious can i have some hugs i really need it so bad😭
1245,i have behind the wheel i’m anxious for why
1246,Im not even fully there. With the people at the gate and I already feel anxious af 🤦🏽‍♀️
1247,"@kuroningu No problem, honey! I'm anxious too."
1248,I miss my old normal life 😭 Nothing's new to me this new normal. I just got more sad and anxious. 😢
1249,"I'm getting anxious asf, fvck it argh."
1250,The time has come to....talk to people I don't know 😭 can you tell how anxious I am about this already?
1251,"While it doesn't bother me, I am really socially isolated outside of the internet. I feel like I could be doing more, and I know people could use a hand. Few things make me anxious but showing good will does if I don't know anything about the person. Autism mood I guess."
1252,"#DoyoungDay_D3  just like doyoung, I don’t really let anyone see when I’m down or having a hard time. actually it's not that don't want to tell stories but more likely to not want to make other people anxious  #TREASURE #트레저 #도영 #DOYOUNG #도영영 #튼튼도영  @treasuremembers  https://t.co/COulJUhGHM"
1253,good morning i’m anxious but i’ll be ok
1254,is it cuz i'm very anxious? am i pretending to not be anxious? am i trying to tell myself everything will be fine and not to worry myself? bruh what's going on 😭😭😭
1255,what the actual fk is wrong with me today 😭 i've been anxious all day i tried my best to reduce it. it went some times but then it comes back quickly. plus i had times where i was laughing internally so hard like sum crazy asshole and idfk what's the cause of that??? 😭😭😭
1256,"Ok im gonna be ia here starting tom and it may take even longer.. sorry.. im feeling really uneasy, anxious and pressured for personal reasons and its kinda getting to me heavily.. ill be back when im feeling better.. school is starting again soon too💔+  https://t.co/QIcFa7WXve"
1257,I can't concentrate on my work today I'm too anxious oh god
1258,"It’s Monday, the weather sucks and I’m anxious."
1259,@brrbrrjk she's being really annoying and honestly making me so anxious everytime i have to do anything near her let alone talk
1260,Like nothing bad is even happening I’m just anxious
1261,I’ve been feeling anxious for 3 days now.. 🌚
1262,Why am I always anxious
1263,because that's the only way for me to calm down and to stop feeling anxious
1264,"@theoldtechie Right, I hated the depression but having lived with it virtually my entire life I was sort of used to it. Anxiety, fuck that, I don't even know why I am anxious. I've learned a lot and frankly, I feel like a complete asshole for doubting people with it before."
1265,I just wanna stop being anxious ajaajajajajaja i hate it
1266,been feeling so anxious and shitty lately and seeing a notif from yoongi really just made me tear up immediately man
1267,Am I nauseous cause I’m anxious or anxious cause I’m nauseous?
1268,"Good morning you guys, my head feels a bid stiff this morning. Hopefully today I won't get as black pilled, sad, and anxious as I was yesterday.  https://t.co/cx7Oesrzbb"
1269,"@HornyFacts The less I care, the more anxious I am"
1270,"@avxxtarot anxious about the future, career-planning and that dream job i really want to work in, will i ever get there, idk"
1271,@hanitendo god im so anxious i hate it
1272,Don’t mind me posting useless pictures. I’m v anxious.
1273,i’m feeling anxious
1274,@FL0ATINGLIGHTS i do the same thing but now i also pick at the skin so i literally just put bandaids on the fingers that i pick the most and it helps most of the time :) i still struggle with it but usually bandaids when i feel anxious and keep ur fingers busy by like writing or something
1275,"So basically I have this thing called tremor, it's Latin and means shaking which is basically what happens. Sometimes I won't even notice it but sometimes it can make shake so much and that's not very good during tests cause I more often when im very excited, stressed or anxious"
1276,"Its strange though, because despite being pretty anxious...i have always kind of lived on the edge and rather free...some may say reckless..."
1277,the thought of people who have hurt me watching me have no friends and be this scarily lonely makes me so anxious on top of everything :( can someone pretend to like me please
1278,im so heated and anxious hey hey hey
1279,Used to enjoy joining organization and stuff but lately things kinda get hectic and its stressing me out. I cant sleep and keep feeling anxious. I took a step back and try to sort things out one by one. Looking forward to get things back on track and start working back! 💪🏽
1280,anxious and restless (?)
1281,"No idea if it's because I had a bad dream last night or what, but I woke up very anxious and annoyed this morning."
1282,I have zero idea how I'm going to live through university.
1283,i cant believe its december tomorrow wtf its actually making me so anxious bc i feel like everything's moving too fast and i havent done a single thing while in quarantine like i havent changed at all.. except for the fact that my mental health got worst lol
1284,fuck im so anxious for literally no reason lol
1285,@Salty_salgado Wtf I thought you were. Either way worst advise for my anxious ass
1286,Ever get hella anxious and don’t know what’s wrong but feel like something wrong. So you triple check everything you can to some how calm that feeling but ultimately fail and still feel anxious?!?!?.... HATE THAT
1287,"Rain and wind give me anxiety. Like listening to it through audio is nice, but damn I've really grown anxious through the years when it's windy and rainy outside my house. Not a fan 3/10"
1288,wish i wasn't an anxious fuck and could actually talk to the people i wanna talk to
1289,no but fr i’m anxious GDJDBD
1290,@OfficialPLT Meeeee plz @OfficialPLT  honestly had such a horrible year 2 miscarriage during lock down pregnant again now but anxious as hell cause had a car crash a month ago and my car was written off and not to mention numerous other family traumas been posting since fri 😩🤞🏻
1291,Have you ever been so anxious you feel like you’re dying?
1292,"Tired, anxious, distressed, overwhelmed  But at the same time, blessed, contented, hopeful.  Here’s a reminder to look for that silver lining in every situation.   Good Night!"
1293,hiiii everyone i love to make friends and talk but please do not take it personal if i respond to dms late 😭 it's just sometimes i get too anxious or i get distracted by something else and then i end up taking days to reply... i love u all sm pls 🥺🌻 /srs
1294,"Face it, everyone’s stressed and anxious these days. With the election, the pandemic, job losses, distance learning, and relationship issues, it’s no wonder we’re feeling stretched to the limit…or beyond.  https://t.co/SpziJaffFs"
1295,My head feels like it's about to explode
1296,"@yenniebot yeah ofc,, i saw some things implying otherwise and it just made me vvv anxious,, sometimes i just need reassurance for the most basic of things so thank you /gen"
1297,Why do I feel so anxious wtf😭😭
1298,@animetv_jp I'm scared and anxious...  https://t.co/Taxa5TM2Ty
1299,"woke up and i’m already anxious again, nice"
