,tweet
5618,"['_d', 'wish', 'leigh', 'happy', 'mother', 's', 'day', 'me', 'it', 's', 'midnight', 'ni']"
5619,"['online', 'shopping', 'fantast']"
5620,"['i', 'am', 'enjoying', 'sunday', 'much', 'no', 'parent', 'no', 'revision', 'just', 'like', 'sunday']"
5621,"['big', 'hair', 'rock', 'day', 'today', 'think', 'i', 'start', 'xxxxx']"
5622,"['me', 'to', 'oh', 'maybe', 'day']"
5623,"['nope', 'dnt', 'wireless', 'ne', 'hater', 'ugh', 'save', 'copy', 'i', 'watch', 'it']"
5624,['online']
5625,"['making', 'cupcake', 'say', 'cannot', 'kelli', 'you', 'are', 'bad', 'sister']"
5626,"['sorry', 'hear', 'it', 's', 'going', 'okay', 'tweeting', 'away']"
5627,"['did', 'argue', 'byron', 'said', 'im', 'fat']"
5628,"['just', 'uploading', 'photo', 'cell', 'nothin', 'like', 'true', 'candid', 'ness']"
5629,"['entire', 'body', 'hurt', 'shower', 'hot', 'tea', 'tv', 'please']"
5630,"['i', 'lost', 'field', 'note', 'notebook', 'page', 'filling', 'up', 'rip']"
5631,"['seventeen', 'today', 'trekking', 'chorleywood', 'cambridge', '3']"
5632,"['alright', 'alright', 'i', 'tuning', 'taking', 'note', 'remember', 'i', 'said', 'got', 'spot', 'raising', 'handz']"
5633,"['if', 'make', 'feel', 'better', 'my', 'saturday', 'night', 'lame', 'well', 'i', 'heart']"
5634,"['spent', 'day', 'putting', 'trampoline', 'tired', 'use', 'it', 'cool', 'though']"
5635,"['seriously', 'mum', 'eat', 'yeah', 'weird', 'eating', 'habit', 'eating', 'day']"
5636,"['_oliver', 'no', 'happy', 'mum', 'day', 'mum', 'guy']"
5637,"['i', 'figure', 'work', 'i', 'do', 'not', 'hope', 'you', 'are', 'well']"
5638,"['oh', 'wish', 'chick', 'filas', 'i', 'm', 'definently', 'jealous']"
5639,"['wow', 'i', 'have', 'officially', 'lost', 'faith', 'britain', 'look', 'like', 'wish', 'were', 'not', 'met', 'sadli']"
5640,"['office', 'hour', 'trying', 'feel', 'better']"
5641,"['hi', 'kimba']"
5642,"['hahaha', 'maybe', 'certain', 'group', 'junior', 'hello', 'korea', 'we', 're', 'world']"
5643,"['dnt', 'knw', 'wot', 'stay', 'wit', 'doesnt', 'want', 'b', 'wiv', 'home', 'rent', 'yr', 'bein', 'away']"
5644,"['watched', 'standard', 'dvd', 'd', 'version', 'blu', 'uk', 'yet', 'd', 'effect', 'best', 'i', 'seen', 'home', 'yet', 'd']"
5645,"['wow', 'party', 'new', 'life', 'awesome', 'girlfriend', 'create', 'ton', 'drama', 'babe', 'party', 'way', 'go', 'w']"
5646,"['thanks', 'is', 'seriuosly', 'plan']"
5647,"['do', 'not', 'cut', 'yourself']"
5648,"['reminder', 'good', 'speaking', 'which', 'have', 'not', 'posture', 'check', 'awhile']"
5649,"['_', 'what', 'it', 'gosh', 'i', 'missed', 'yesterday', 'live', 'chat', 'i', 'bed', 'sick']"
5650,"['amanda', 'peet', 'a', 'lot', 'like', 'love', 'love', 'it', 'classic']"
5651,"['omgsh', 'im', 'being', 'followed', 'by', 'paramore']"
5652,"['walk', 'street', 'london', 'town', 'no', 'field']"
5653,"['thank', 'you', 'i', 'look']"
5654,"['whatever', 'workweek', 's', 'over', 'time', 'play', 'new', 'phone', 'sim', 'card', 'did', 'not', 'transfer', 'contact', 'list']"
5655,"['i', 'want', 'friend', 'mindless', 'fun', 'no', 'work', 'play', 'all', 'drunk', 'walwal', 'all', 'mean', 'sleeping', 'b']"
5656,"['screw', 'i', 'am', 'going', 'shopping', 'i', 'will', 'like', 'i', 'will', 'hard', 'core', 'revis']"
5657,"['good', 'morning', 'twitter', 'er', 'rise', 'shine', 'way', 'school']"
5658,"['oh', 'week', 'bad', 'everyone', 'love', 'pretty', 'face', 'youre', 'going', 'fantastic', 'concert', 'tonight']"
5659,"['will', 'cook', 'sumptuous', 'lunch', 'today']"
5660,"['_matta', 'how', 'know', 'me', 'quiz', 'day', 'took', 'pic', 'yday', 'fb']"
5661,"['hey', 'tallebudgera', 'creek', 'pm', 'visiting', 'anita', 's', 'special', 'tree', 'could', 'bump']"
5662,"['you', 'forgot', 'moi']"
5663,"['studying', 'spite', 'whatever', 'wonderful', 'unforgettable', 'weekend', 'dc']"
5664,"['jeff', 'right', 'call', 'duty', 'pwns', 'now', 'gotta', 'figure', 'xtra', 'copy', 'wolvarine', 'i', 'bought', 'earlier', 'week']"
5665,"['had', 'nice', 'chat', 'old', 'frnd', 'v', 'talked', 'fun']"
5666,['invit']
5667,"['nope', 'neither', 'lady', 'today']"
5668,"['look', 'like', 'sober', 'weekend', 'ahead']"
5669,"['sooo', 'i', 'am', 'kind', 'sick', 'n', 'tired', 'b', 'guy', 'dish']"
5670,"['hi', 'all', 'can', 't', 'stay', 'long', 'work', 'soon']"
5671,"['just', 'reference', 'i', 'do', 'not', 'dress', 'either', 'sound', 'like', 'lh', 'good', 'fopp', 'buy']"
5672,"['damnnn', 'training', 'start', 'cool', 'timee']"
5673,"['bahhhh', 'cold', 'weather', 'making', 'teeth', 'hurt']"
5674,"['love', 'him', 'i', 'hate', 'him', 'i', 'loved', 'yesterday', 'ill', 'hate', 'tomorrow', 'im', 'confus']"
5675,"['just', 'got', 'booked', 'ticket', 'athen']"
5676,"['not', 'sure', 'yet', 'said', 'we', 'wil']"
5677,"['watching', 'sicko', 'utterly', 'digusted', 'country']"
5678,"['ugh', 'suck']"
5679,"['love', 'importantly', 'love', 'mom', 'happy', 'mother', 'day']"
5680,"['no', 'buttfuck', 'stupid', 'i', 'am', 'silly', 'forget']"
5681,"['i', 'am', 'actually', 'skype', 'ssshh', 'do', 'not', 'tell', 'anyone']"
5682,"['i', 'empitome', 'epic', 'fail', 'know', 'epic', 'fail']"
5683,"['sorry', 'hear']"
5684,"['omg', 'i', 'broke', 'down', 'and', 'had', 'pizza', 'because', 'i', 'wa', 'stressed', 'out', 'mad', 'me']"
5685,"['yeah', 'but', 'i', 'finish', 'home', 'changed', 'im']"
5686,"['thinking', 'control', 'thought']"
5687,"['holy', 'sharapova', 'taking', 'beating', 'unseeded', 'qualifier', 'ok', 'o', 'double']"
5688,"['oh', 'my', 'im', 'offended', 'ha']"
5689,"['finish', 'twilight', 'did', 'wish', 'wasnt']"
5690,"['yum', 'thanks', 'just', 'getting', 'dressed', 'waiting', 'washing', 'finish', 'i', 'hang', 'up', 'i', 'will', 'text', 'i', 'set']"
5691,"['wellity', 'think', 'ima', 'gonna', 'clean', 'room', 'need', 'read', 'good', 'book', 'sense', 'sensibility', 'come', 'beat', 'the', 'lili']"
5692,"['do', 'not', 'know', 'guy', 'radio', 'disney', 'energy', 'would', 'not', 'able', '3']"
5693,"['i', 'row', 'p', 'tried', 'run', 'corrupted', 'singing', 'away']"
5694,"['bust', 'cap', 'tell', 'bust', 'cap', 'jesus']"
5695,"['i', 'wish', 'joe', 'bidden', 'train', 'me']"
5696,"['im', 'kinda', 'bored', 'i', 'think', 'ill', 'listen', 'hip', 'hop', 'pretty', 'good', 'check', 'www', 'bseresults', 'net']"
5697,"['i', 'can', 't', 'minute', 'treadmill', 'minute', 'today', 'already', 'gonna', 'minut']"
5698,"['im', 'devastated', 'manchester', 'united', 'losing', 'ucl', 'fin']"
5699,"['just', 'install', 'o', 'x', 'harddrive', 'boot', 'school', 'imacs']"
5700,"['digiqom', 'welcomed', 'new', 'team', 'member', 'company', 'today']"
5701,"['_o', 'haha', 'i', 'm', 'philippine', 'want', 'follow', 'you']"
5702,"['_98', 'kevin', 'cannot', 'leave', 'work']"
5703,"['nd', 'period', 'studyhall', 'remembered', 'ipod', 'music', 'time']"
5704,"['that', 's', 'mean']"
5705,"['_bach', 'thank', 'your', 'positive', 'energy', 'contribution', 'here']"
5706,"['im', 'grounded', 'tonight', 'hate', 'stupid', 'silent', 'mod']"
5707,"['watching', 'cartoon']"
5708,"['expensive', 'window', 'linux']"
5709,"['did', 'didnt', 'watch', 'haha']"
5710,"['definitley', 'miley']"
5711,"['good', 'morning', 'all', 'hope', 'monday', 'thanks', 'recos', 'i', 'blessed']"
5712,"['animating', 'ad', 'work', 'one', 'favorite', 'thing', 'do', 'so', 'i', 'am', 'saturday', 'night', 'fun']"
5713,"['tell', 'work', 'day', 'row', 'stat', 'i', 'am', 'time', 'i', 'am', 'supposed', 'prior']"
5714,"['he', 's', 'mess', 'but', 'ilov']"
5715,"['tink', 'whatever', 'mean', 'jkuk', 'girl', 'show', 'love']"
5716,"['_girl', 'thaz', 'quick']"
5717,"['way', 'mail', 'pj', 'address', 'fyi']"
5718,"['planning', 'run', 'riot', 'luton', 'today', 'ba', 'haa', 'not', 'reeeally', 'where', 'is', 'library', 'town', 'though']"
5719,"['hale', 'yeahhh', 'that', 's', 'coolest', 'hahaha', 'and', 'i', 'match', 'grieco']"
5720,"['happy', 'mother', 'day', 'mom']"
5721,"['i', 'married', 'year', 'wonderful', 'man']"
5722,"['my', 'besties', 'if', 'there']"
5723,"['far', 'downtown', '40', 'minute', 'veggie', 'burg']"
5724,"['omg', 'bgt', 'making', 'that', 'wee', 'girl', 'it', 'is', 'soo', 'sad']"
5725,"['whether', 'that', 's', 'good', 'bad', 'i', 'cannot', 'disagree', 'there']"
5726,"['i', 'would', 'respond', 'i', 'go']"
5727,"['awake', 'nap']"
5728,"['just', 'got', 'finished', 'watching', 'marley', 'me', 'i', 'cried', 'like', 'baby', 'i', 'am', 'missing', 'beast', 'like', 'crazy']"
5729,"['today', 'sooo', 'boring', 'school', 'i', 'sleeping', 'tim']"
5730,"['will', 'rain', 'away', 'puppy', 'getting', 'cabin', 'fever', 'doe', 'not', 'like', 'going', 'rain']"
5731,"['day', 'till', 'beyonc']"
5732,"['chilling', 'tv', 'bored', 'mo']"
5733,"['suck', 'right', 'now', 'ive', 'people']"
5734,"['happy', 'mother', 's', 'dayyyy', 'love', 'mummyyyyyyyy']"
5735,"['glad', 'i', 'hope', 'yall', 'near', 'new', 'orlean']"
5736,"['work', 'work', 'work', 'i', 'tired', 'sudden', 'nicole', 'told', 'hi', 'aww', 'enthusiastic', 'hi', 'paul']"
5737,"['break', 'heart']"
5738,"['wow', 'new', 'xbox', 'called', 'xbox', '720', 'im', 'geek']"
5739,"['i', 'hate', 'watchn', 'thing', 'sad', 'n', 'wana']"
5740,"['i', 'have', 'got', 'think', 'attributed', 'seizure', 'inducing', 'color', 'light', 'movie', 'the', 'soloist']"
5741,"['who', 'build', 'hotel', 'air', 'con', 'bloody', 'boiling', 'here']"
5742,"['wanna', 'b', 'marie', 'antoinette', 'co', 'perfect', 'hairdo', 'fab', 'clothes', 'n', 'ton', 'macarons', 'crappy', 'day']"
5743,"['miss', 'youuu', 'wish', 'dodging', 'semi']"
5744,"['i', 'dont', 'plan', 'just', 'home', 'watch', 'game', 'plus', 'i', 'work', 'early', 'partying', 'l']"
5745,"['oh', 'no', 'my', 'kindergarten', 'teacher', 'died', 'mr', 'collinson', 'remembered', 'student', 'had', 'loved', 'lady']"
5746,"['it', 's', 'fantastic']"
5747,"['vancity', 'holy', 'shizz', 'i', 'home', 'soon', 'kid']"
5748,"['going', 'sleep', 'people', 'night', 'twitterer', 'love', 'ya', 'welcome', 'home']"
5749,"['hi', 'thanks', 'follow', 'good', 'luck', 'friend', 'ha']"
5750,"['taco', 'bell', 'with', 'the', 'tramp', 'yesssssir']"
5751,"['have', 'guy', 'heard', 'flu', 'that', 's', 'going', 'around', 'swine', 'flu', 'hope', 'guy', 'safe', 'there', 've', 'death', 'already']"
5752,"['happy', 'mommy', 's', 'day']"
5753,"['eating', 'chicken', 'noodle', 'soup', 'day']"
5754,"['fresh', 'prince', 'sleepy', 'sleep', 'nightly', 'routine', 'gotta', 'dmv', 'early', 'tmrw']"
5755,"['i', 'trying', 'talk', 'australia', 'thinking', 'jet', 'lag', 'so', 'far', 'is', 'not', 'working', 'i', 'want', 'go']"
5756,"['i', 'did', 'not', 'job', 'stuff', 'magazine', 'dammit', 'amazing', 'oh', 'well']"
5757,"['depressed', 'isnt', 'i', 'want', 'book']"
5758,"['new', 'york', 'ft', 'look', 'good', 'last', 'night', 'big', 'apple']"
5759,"['waitin', 'man', 'home', 'waitin', 'hour']"
5760,"['hell', 'unlucky', 'come', 'week', 'here']"
5761,"['boo', 'i', 'must', 'have', 'deleted', 'phone', 'cannot', 'email', 'either']"
5762,"['good', 'luck', 'it', 'do', 'well', 'my', 'best', 'wish', 'you']"
5763,"['have', 'lot', 'usual', 'laundry', 'thanking', 'god', 'cleaning', 'house', 'praising', 'god', 'cutting', 'hedge', 'thanking', 'praising', 'god', 'more']"
5764,"['good', 'luck', 'tonight', 'fun']"
5765,"['it', 'is', 'work']"
5766,"['weather', 'b', 'nice', 'bad', 'minut']"
5767,"['wish', 'im', 'chicago']"
5768,"['going', 'food']"
5769,"['omg', 'i', 'learned', 'little', 'girl', 'played', 'ducky', 'land', 'before', 'time', 'movie', 'murdered', 'age', 'wtf']"
5770,"['yeah', 'know', 'hun', 'spammer', 'fast', 'though', 'minute', 'posting', 'block', 'em']"
5771,"['partying', 'pineforest']"
5772,"['i', 'wish', 'pitchfork', 'shutup', 'make', 'miss', 'spain']"
5773,"['blaze', 'head', 'hurt']"
5774,"['kenny', 'u', 'alive', 'i', 'am', 'getting', 'da', 'hair', 'done', 'to', 'bad', 'i', 'am', 'chillin', 'w', 'u', 'todat', 'kinda', 'sad']"
5775,"['oh', 'man', 'they', 'better', 'fix', 'that', 'ugh', 'stupid', 'verizon']"
5776,"['_soul', 'look', 'forward', 'new', 'cd', 'big', 'fan']"
5777,"['did', 'not']"
5778,"['lol', 'exam', 'did', 'not', 'mcast', 'school', 'finished', 'form', 'that', 's', 'soo', 'disappoint']"
5779,"['i', 'work', 'tomorrow', 'sh']"
5780,"['dead', 'gerbil']"
5781,"['happy', 'star', 'war', 'day', 'may', 'fourth', 'you']"
5782,"['oh', 'love', 'texting', 'drunk', 'friend', 'hahahaha']"
5783,"['_waters', 'wa', 'i', 'home', 'because', 'presentation', 'ended', 'x']"
5784,"['i', 'thought', 'simple', 'i', 'hilarious']"
5785,"['night', 'dance', 'party', 'fun', 'time', 'awkward', 'situation', 'highlight', 'driving', 'w', 'nim', 'annie', 'listening', 'satellite', 'window', 'downnnn']"
5786,"['took', 'month', 'understand', 'avatar']"
5787,"['the', 'wind', 'nearly', 'blew', 'outfield']"
5788,"['woke', 'feeling', 'real', 'good', 'cause', 'krispy', 'kreme', 'i', 'want', 'me', 'some', 'doughnut']"
5789,['hey']
5790,"['okay', 'feel', 'sick']"
5791,"['just', 'got', 'lunch', 'feeling', 'like', 'nap', 'order', 'work', 'but', 'i', 'press', 'on']"
5792,"['lohang', 'listening', 'music', 'happy', 'librefm', 'combination', 'here', 's', 'profile']"
5793,"['think', 'twitter', 'hate', 'every', '1', 'come', 'photo', 'took', 'age', 'day', 'change', 'pic', 'especially', 'time']"
5794,"['traffic', 'jam', 'outside', 'chicago', 'i', 'feel', 'office', 'space', 'right', 'now']"
5795,"['can', 't', 'wait', 'tonite', 'hilari']"
5796,"['chillin', 'waitin', 'for', 'my', 'hunny', 'baby', 'to', 'get', 'out', 'of', 'work', 'to', 'get', 'my', 'drink', 'on', 'while', 'finishin', 'da', 'song', 'i', 'hav']"
5797,"['gonna', 'aunt', 'party', 'it', 's', 'gonna', 'late', 'night', 'thing', 'hopfully', 'i', 'school', 'tomorrow']"
5798,"['another', 'day', 'i', 'could', 'not', 'you', 'i', 'ended', 'trying', 'cart', 'cannot', 'remember', 'name', 'sigh']"
5799,"['thanks', 'feel', 'happy', 'make', 'ur', 'day', 'great', 'one', 'enjoy', 'fullest', 'n', 'have', 'fun', 'alway']"
5800,"['talking', 'phone', 'i', 'have', 'missed', 'lottt']"
5801,"['fml', 'ughhhhhhhhh', 'im', 'going', 'anwhere', 'today', 'sit', 'bedroom', 'i', 'share', 'mother', 'cry']"
5802,"['hard', 'good', 'house', 'event', 'sacramento', 'area']"
5803,"['_babsi', 'there', 's', 'manual', 'process', 'it', 'is', 'taking', 'outlook', 'database', 'pffff', 'crappy', 'msft', 'product']"
5804,"['good', 'one', 'might', 'think', 'year', 's', 'nanowrimo', 'competition']"
5805,"['i', 'coffee', 'it', 's', 'fun', 'i', 'hate', 'too']"
5806,"['the', 'bus', 'rolling', 'faster', 'expected', 'i', 'home', '15', 'maybe']"
5807,"['no', 'worri']"
5808,"['oh', 'yeah', 'radio', '1', 'so', 'playing', 'earth', 'wind', 'fir']"
5809,"['lol', 'wat', 'u', 'making', 'come', 'da', 'way', 'overr', 'for', 'v']"
5810,"['days', 'ahhhh', 'super', 'excited', 'they', 're', 'telling', 'heart', 'wont', 'beat', 'again', 'jls', 'awesome', 'yesterday']"
5811,"['you', 'are', 'cute']"
5812,"['thx', 'following', 'r', 'y', 'band', 'what', 'kind', 'genre', 'y', 'play', 'nice', 'meet', 'i']"
5813,"['prom', 'tonight', 'bad', 'im', 'go']"
5814,"['_r', 'i', 'cannot', 'dog', 'i', 'am', 'pretty', 'sure', 'bunny', 'would', 'not', 'survive', 'struggle', 'tom']"
5815,"['good', 'day', 'all', 'let', 's', 'accomplished', 'today', 'together']"
5816,"['realized', 'tonight', 's', 'drak']"
5817,"['make', 'something', 'buying', 'impersonal', 'she', 'is', 'mom']"
5818,"['you', 'are', 'what', 'u', 'eat', 'is', 'not', 'exactly', 'true', 'you', 'are', 'what', 'u', 'digest', 'todayisaprosperous', 'productive', 'day', 'thankujesus', 'beyeblessed', 'hee', 'he']"
5819,"['omg', 'didnt', 'know', 'friend', 'knew', 'lol', 'small', 'world']"
5820,"['aaauuuggghhh', 'n', 'out', 'check', 'mcdonald', 's', 'check', 'haha', 'hot', 'cheetos']"
5821,"['shud', 'realy', 'bed', 'proper', 'tired', 'bt', 'cnt', 'b', 'boverd', 'x']"
5822,"['watching', 'wizard', 'waverly', 'plac']"
5823,"['i', 'asked', 'suit', 'heading', 'to', 'i', 'did', 'not', 'think', 'looked', 'like']"
5824,"['that', 's', 'baby', 'their', 'little', 'rhythm', 'sinc', 'inutero']"
5825,"['absolutely', 'gorgeous', 'i', 'would', 'men', 'stayed', 'covered', 'up', 'have', 'seen', 'sight', 'today', 'food']"
5826,"['ok', 'tweeps', 'sorry', 'twitpic', 'i', 'will', 'delete', 'pic', 'soon', 'em', 'copi']"
5827,"['home', 'school', 'out', 'tonight', 'prob']"
5828,"['obama', 'ish', 'funny']"
5829,"['mmm', 'eating', 'tostitos', 'piknik', 'spinach', 'dip', 's', 'r', '3']"
5830,"['ha', 'blog', 'tim']"
5831,"['i', 'am', 'sooo', 'lost', 'car', 'this', 'truly', 'depressing', 'pregnant', 'people', 'never', 'stressed', 'out']"
5832,"['i', 'want', 'ice', 'cream']"
5833,"['haha', 'nice', 'i', 'heard', 'it', 'is', 'sweet', 'hotel', 'on', 'note', 'good', 'game', 'night']"
5834,"['got', 'car', 'excited', 'sad', 'going', 'away', 'party', 'i', 'am', 'attending', 'tonight', 'dani', 'going', 'brazil']"
5835,"['famous', 'houston', 'look']"
5836,"['i', 'hope', 'mom', 'ok']"
5837,"['oh', 'lucky', 'u', 'need', 'send', 'mine', 'away', 'fix']"
5838,"['yep', 'work', 'i', 'love', 'potbelly', 'i', 'cannot', 'az', 'have', 'wait', 'chi', 'town', 'trip']"
5839,"['vote', 'mtv', 'movie', 'award', 'coz', 'comp', 'mashed', 'wont', 'let', 'vote', 'somehow']"
5840,"['yea', 'friend', 'flew', 'amercia', 'w', 'jonas', 'brother', 'u', 'haha', 'hate', 'bebo', 'aw', 'wait']"
5841,"['just', 'finished', 'filming', 'day', 'fun', 'day', 'set', 'hahaha']"
5842,"['if', 'click', 'setting', 'link', 'public', 'timeline', 'page']"
5843,"['coomee', 'ja', 'maiii', 'cah', 'feel', 'alllll', 'right', 'hahaha']"
5844,"['good', 'song']"
5845,"['i', 'dont', 'associate', 'fake', 'ass']"
5846,"['so', 'buying', 'awesome', 'new', 'phone', 'sony', 'ericsson', 'i', 'berry', 'd', 'like', 'else']"
5847,['u']
5848,"['had', 'so', 'much', 'fun', 'today', 'love', 'alyssa', 'arellano', 'mika', 'reyes']"
5849,"['beautiful', 'morning', 'it', 'is', 'time', 'enjoy', 'sun']"
5850,"['we', 'want', 'trade', 'houston', 'ticket', 'will']"
5851,"['smh', 'im', 'sick', 'bug', 'that', 's', 'going', 'around', 'almost', 'i', 'know', 'sick', 'including', 'me']"
5852,"['an', 'hour', 'walking', 'hot', 'weather', 'satisfied', 'hurting', 'nellie', 'ow', 'blister']"
5853,"['helpful', 'swear', 'lot', 'realized', 'haha']"
5854,"['wow', 'install', 'twitter', 'fox', 'i', 'tired', 'refresh', 'brow']"
5855,"['mother', 'there', 'soon', 'mother', '8d', 'happy', 'mother', 's', 'day', 'you', 'al']"
5856,"['reception', 'food', 'long', 'beach', 'graduation', 'champagn']"
5857,"['you', 'are', 'back']"
5858,"['sweetest', 'love', 'cuz']"
5859,"['broken', 'leg', 'com']"
5860,"['old', 'familiar', 'feeling', 'again']"
5861,"['truly', 'like', 'what']"
5862,"['thanks', 'dear', 'i', 'know', 'this', 'i', 'appreciate', 'valid']"
5863,"['me', 'too', 'need', 'tour', 'date', 'stat']"
5864,"['i', 'assume', 'mean', 'nd', 'item', 'nested', 'line', 'invert', 'tree', 'button']"
5865,"['weee', 'internet', 'home']"
5866,"['staying', 'home', 'work', 'linoleum', 'block', 'carving', 'project', 'due', 'tomorrow', 'there', 'probably', 'picture']"
5867,['yes']
5868,"['we', 'need', 'men', 'input', 'i', 'will', 'u', 'time', 'soon']"
5869,"['oh', 'wait', 'messed', 'messed', 'lyric', 'do', 'not', 'concretize', 'it']"
5870,"['starting', 'wonder', 'i', 'am', 'going', 'job', 'came', 'i', 'd', 'work', 'need', 'must', 'intent']"
5871,"['like', 'u', 'said', 'give', 'tc', 'a', 'chance', 'we', 'will', 'miss', 'thomas', 'but', 'have', 'to', 'move', 'on', 'so', 'watch', 'this']"
5872,"['early', 'send', 'airport']"
5873,"['day', 'work', 'day', 'went', 'allllllllright', 'i', 'exposed', 'swine', 'flu', 'hour', 'thats', 'ok', 'i', 'think', 'just', 'wash', 'hand']"
5874,"['hmm', 'maybe', 'i', 'time', 'i', 'react', 'worst']"
5875,"['nooo', 'font', 'connoisseur', 'totally', 'relate', 'dude', 'heart', 'go']"
5876,"['i', 'am', 'tonight', 'good', 'night']"
5877,"['stupid', 'putet', 'will', 'not', 'let', 'chat']"
5878,"['thanks', 'night']"
5879,"['leo', 'carillo', 'beach', 'will', 'rogers', 'state', 'park', 'list', 'state', 'park', 'clos']"
5880,"['tip', 'finger', 'hurt', 'lmao']"
5881,"['hi', 'it', 'howmany', 'people', 'follow', 'help']"
5882,"['the', 'weather', 'make', 'it', 'cause', 'temp', 'fell', 'c', 'c', 'yesterday']"
5883,"['i', 'feel', 'bad', 'john', 'kate', 'and']"
5884,"['hungraaaaaaaaay', 'i', 'll', 'eat', 'do', 'not', 'away', 'twitter', 'lunch']"
5885,"['goodnight', 'p', 'thanks', 'jailbreaking', 'ipod', 'stacie', '3']"
5886,"['ugh', 'i', 'got', 'to', 'stop', 'biting', 'nail', 'grrrrr']"
5887,"['come', 'nigguh', 'only', 'thing', 'going', 'like', 'phuket', 'bali']"
5888,"['know', 'tested', 'exam', 'subject', 'english', 'davis']"
5889,"['haha', 'hi', 'mum', 'wow', 'yes', 'modern', 'you', 'need', 'facebook', 'account', 'p', 's', 'talk', 'writ']"
5890,"['yeah', 'doe', 'not', 'sound', 'good']"
5891,"['they', 'r']"
5892,"['do', 'not', 'procrastinate', 'like', 'i', 'do']"
5893,"['muji', 'yipee', 'anybody', 'coming', 'here', 'send', 'hahaha', 'somebody', 'bring', 'jt', 's', 'bsg', 'disk', 'haha']"
5894,"['hot', 'weather', 'lose', 'and', 'i', 'clean', 'too', 'cleaning', 'heat', 'suck', 'ball']"
5895,"['yay', 'just', 'bought', 'american', 'dad', 'volume', 'seen', 'australia', 'dvd', 'could', 'lot', 'cheaper', 'going']"
5896,"['_benson', 'macarena', 'looked', 'good', 'loved', 'aaaaiieee', 'squeak', 'exclam']"
5897,"['just', 'fun', 'jessica', 'alba', 'weekly', 'twitter', 'follower', 'count', '5', '468', 'this', 'starting', 'look', 'like', 'movement']"
5898,"['saw', 'lil', 'girl', 'big', 'eye', 'hair', 'like', 'dora', 'explorer', 'how', 'cut']"
5899,"['dancing', 'pirouette', 'ballerina', 'hug', 'morning', 'awesome', 'brudder']"
5900,"['thank', 'you', 'sweetie', 'i', 'don', 'understand', 'people', 'mad', 'they', 'choice', 'life']"
5901,"['good', 'luck', 'breakfast', 'search', 'but', 'u', 'i', 'bed', 'lol', 'goodnight', 'david']"
5902,"['gray', 'feel', 'neglect']"
5903,"['can', 't', 'sleep', 'people', 'textin', 'me']"
5904,['exam']
5905,"['no', 'happy', 'hour', 'ccp', 'eithah', 'that', 's', 'bad']"
5906,"['i', 'am', 'wishing', 'i', 'outside', 'instead', 'trapped', 'office']"
5907,['funnn']
5908,"['watching', 'thomas', 'the', 'train', 'engine', 'make', 'miss', 'george', 'carlin']"
5909,"['dsi', 'latest', 'nintendo', 'd', 'camera', 'stuff', 'built', 'in', 'we', 'gadget', 'house', 'luckily', 'i', 'blackberry', 'free', 'work']"
5910,"['_dave', 'meani']"
5911,"['guess', 'depends', 'undergarment']"
5912,"['week', 'fun', 'i', 'hope', 'week', 'better', 'nyc', 'day']"
5913,"['worried', 'reply', 'sending', 'the', 'sm']"
5914,"['happy', 'mother', 's', 'day', 'mommy', 'grandma', 'haha', 'ili']"
5915,"['i', 'want', 'know', '6', 'i', 'tried', 'ask', 'p', 'kia', 'reply', 'change', 'status', 'away']"
5916,"['_', 'yeah', 'work', 'hr']"
5917,"['doe', 'know', 'scale', 'pic', 'i', 'am', 'trying', 'change', 'pic', 'pic', 'r', 'big', 'n', 'i', 'cropping', 'them', 'help']"
5918,"['we', 'are', 'one', 'we', 'are', 'same', 'carri']"
5919,"['make', 'google', 'search', 'pag']"
5920,"['thankyou', 'ur', 'night']"
5921,"['bird', 'flew', 'window', 'parent', 'house', 'snapped', 'poor', 'neck', 'gotta', 'buri']"
5922,"['i', 'am', 'awake', 'anybody', 'awake', 'wish', 'i', 'lived', 'u', 'fun', 'happens', 'i', 'am', 'asleep']"
5923,"['no', 'way', 'what', 'sydney', 'yeah', 'guy', 'like', 'semi', 'older', 'version', 'short', 'stack', 'however', 'talent']"
5924,"['thanks', 'follow']"
5925,"['not', 'feeling', 'day', 'left', 'glass', 'peace', 'unity']"
5926,"['will', 'guy', 's', 'voting', 'ask', 'u', 'r', 'follower', 'help', 'to', 'only', 'day', 'left', 'competition', 'close']"
5927,"['i', 'm', 'playing', 'left', 'dead', 'friend', 'gilbert', 'louie', 'fun', 'happy', 'mother', 'day', 'mom']"
5928,"['waiting', 'boyfriend', 'queen', 'look', 'like', 'it', 'is', 'going', 'pour', 'dt', 'bklyn', 'umbrellaless']"
5929,"['_benson', 'you', 'absolute', 'legend', 'love', 'love', 'lov']"
5930,"['i', 'lost', 'fight', 'tweefight', 'i', 'lost', 'please', 'revenge', 'me', 'tri']"
5931,"['castiel', 'loveeeeeeeeeeeeeeeeeeeee']"
5932,"['bullhorn', 'tell', 'ur', 'friend', 'follow', 'come', 'onnnnnnnnnnnn', 'ppl']"
5933,"['going', 'grandad', 'today', '3']"
5934,"['knowwww', 'deal', '5', 'lif']"
5935,"['feel', 'crappy', 'today']"
5936,['mind']
5937,"['_pina_14', 'not', 'good', 'he', 'wouldnt', 'like', 'girl', 'flirting', 'colleague', 'would', 'he']"
5938,"['woke', 'up', 'having', 'coffee', 'listening', 'music', 'reading', 'r', 'sunday', 'feel', 'great']"
